categoryMatch,dwellTime,timeContextMatch,locationMatch,recencyScore,liked
1,0,0.5,0.5,1,1
1,30,0.5,0.5,0.9391844216904542,0
1,30,0.5,0.5,0.9391844216904542,0
1,30,0.5,0.5,0.9391844216904542,0
1,30,0.5,0.5,0.9374047870215314,0
1,30,0.5,0.5,0.9373816304024274,0
1,30,0.5,0.5,0.937351602278243,0
1,30,0.5,0.5,0.9391844216904542,0
1,30,1,0.5,0.993242136665711,0
1,0,0.5,0.5,0.052850421979420206,1
1,0,0.5,0.5,0,1
